index,group_index,final,c_name,img,lvl,branch,stim_type,p_id,accurate,react_time
0,10,1,bench_n_01,bongo_n_01,bl,furniture.n.01,False,1,1,1169
1,20,1,clementine_n_02,clementine_n_02,hyponym,edible_fruit.n.01,True,1,1,883
2,14,1,edible_fruit_n_01,nailfile_n_01,hypernym,edible_fruit.n.01,False,1,1,646
3,17,1,cherry_n_03,heart_cherry_n_02,bl,edible_fruit.n.01,True,1,1,626
4,3,1,furniture_n_01,bradawl_n_01,hypernym,furniture.n.01,False,1,1,666
5,16,1,musical_instrument_n_01,bow_tie_n_01,hypernym,musical_instrument.n.01,False,1,1,905
6,6,1,clothing_n_01,grand_piano_n_01,hypernym,clothing.n.01,False,1,1,949
7,5,1,bass_clarinet_n_01,bass_clarinet_n_01,hyponym,musical_instrument.n.01,True,1,1,985
8,2,1,putty_knife_n_01,spinet_n_02,hyponym,hand_tool.n.01,False,1,1,605
9,18,1,edible_fruit_n_01,turtleneck_n_01,hypernym,edible_fruit.n.01,False,1,1,566
10,15,1,bow_tie_n_01,bow_tie_n_01,hyponym,clothing.n.01,True,1,1,860
11,1,1,wrench_n_03,crescent_wrench_n_01,bl,hand_tool.n.01,True,1,1,966
12,7,1,edible_fruit_n_01,spade_n_02,hypernym,edible_fruit.n.01,False,1,1,583
13,11,1,contrabassoon_n_01,bathrobe_n_01,hyponym,musical_instrument.n.01,False,1,1,1262
14,12,1,coffee_table_n_01,coffee_table_n_01,hyponym,furniture.n.01,True,1,1,1394
15,8,1,bathrobe_n_01,bathrobe_n_01,hyponym,clothing.n.01,True,1,1,672
16,13,1,crescent_wrench_n_01,floor_lamp_n_01,hyponym,hand_tool.n.01,False,1,1,940
17,19,1,coat_n_01,raincoat_n_01,bl,clothing.n.01,True,1,1,592
18,4,1,pliers_n_01,contrabassoon_n_01,bl,hand_tool.n.01,False,1,1,943
19,9,1,cherry_n_03,tank_top_n_01,bl,edible_fruit.n.01,False,1,1,450
20,18,1,scarf_n_01,muffler_n_02,bl,clothing.n.01,True,1,1,573
21,19,1,file_n_04,bass_clarinet_n_01,bl,hand_tool.n.01,False,1,1,493
22,5,1,bassoon_n_01,business_suit_n_01,bl,musical_instrument.n.01,False,1,0,721
23,6,1,apple_n_01,granny_smith_n_01,bl,edible_fruit.n.01,True,1,1,409
24,20,1,shovel_n_01,spade_n_02,bl,hand_tool.n.01,True,1,0,554
25,11,1,grape_n_01,brick_trowel_n_01,bl,edible_fruit.n.01,False,1,0,876
26,13,1,sofa_n_01,love_seat_n_01,bl,furniture.n.01,True,1,1,376
27,14,1,long_johns_n_01,euphonium_n_01,hyponym,clothing.n.01,False,1,1,533
28,2,1,needlenose_pliers_n_01,stradavarius_n_01,hyponym,hand_tool.n.01,False,1,1,971
29,12,1,cathedra_n_01,cathedra_n_01,hyponym,furniture.n.01,True,1,1,840
30,10,1,square_n_08,carpenters_square_n_01,bl,hand_tool.n.01,True,1,0,541
31,3,1,heart_cherry_n_02,long_johns_n_01,hyponym,edible_fruit.n.01,False,1,1,706
32,9,1,clothing_n_01,heart_cherry_n_02,hypernym,clothing.n.01,False,1,1,508
33,8,1,clothing_n_01,cherimoya_n_02,hypernym,clothing.n.01,False,1,1,597
34,17,1,damson_n_01,damson_n_01,hyponym,edible_fruit.n.01,True,1,0,639
35,4,1,musical_instrument_n_01,spinet_n_02,hypernym,musical_instrument.n.01,True,1,1,503
36,7,1,sweater_n_01,turtleneck_n_01,bl,clothing.n.01,True,1,1,392
37,16,1,edible_fruit_n_01,watermelon_n_02,hypernym,edible_fruit.n.01,True,1,1,424
38,15,1,edible_fruit_n_01,muffler_n_02,hypernym,edible_fruit.n.01,False,1,1,433
39,1,1,hand_tool_n_01,needlenose_pliers_n_01,hypernym,hand_tool.n.01,True,1,1,603
40,13,1,oboe_n_01,heckelphone_n_01,bl,musical_instrument.n.01,True,1,0,769
41,16,1,edible_fruit_n_01,heart_cherry_n_02,hypernym,edible_fruit.n.01,True,1,1,374
42,2,1,bed_n_01,bunk_bed_n_01,bl,furniture.n.01,True,1,1,505
43,1,1,hand_tool_n_01,highboy_n_01,hypernym,hand_tool.n.01,False,1,1,505
44,4,1,highboy_n_01,highboy_n_01,hyponym,furniture.n.01,True,1,0,632
45,5,1,skirt_n_02,miniskirt_n_01,bl,clothing.n.01,True,1,1,587
46,12,1,clothing_n_01,cape_n_02,hypernym,clothing.n.01,True,1,1,482
47,6,1,piccolo_n_01,piccolo_n_01,hyponym,musical_instrument.n.01,True,1,0,854
48,3,1,campstool_n_01,raincoat_n_01,hyponym,furniture.n.01,False,1,0,526
49,8,1,musical_instrument_n_01,lyre_n_01,hypernym,musical_instrument.n.01,True,1,1,479
50,10,1,furniture_n_01,bow_tie_n_01,hypernym,furniture.n.01,False,1,1,562
51,9,1,hand_tool_n_01,putty_knife_n_01,hypernym,hand_tool.n.01,True,1,1,509
52,17,1,highhat_cymbal_n_01,highhat_cymbal_n_01,hyponym,musical_instrument.n.01,True,1,1,791
53,18,1,stool_n_01,long_johns_n_01,bl,furniture.n.01,False,1,1,649
54,11,1,trombone_n_01,sackbut_n_01,bl,musical_instrument.n.01,True,1,1,556
55,19,1,musical_instrument_n_01,armchair_n_01,hypernym,musical_instrument.n.01,False,1,1,555
56,20,1,musette_n_01,sultana_n_01,hyponym,musical_instrument.n.01,False,1,0,848
57,7,1,grand_piano_n_01,grand_piano_n_01,hyponym,musical_instrument.n.01,True,1,1,434
58,14,1,custard_apple_n_02,cherimoya_n_02,bl,edible_fruit.n.01,True,1,0,700
59,15,1,lime_n_06,key_lime_n_01,bl,edible_fruit.n.01,True,1,1,903
60,19,1,stool_n_01,campstool_n_01,bl,furniture.n.01,True,1,1,935
61,16,1,brassiere_n_01,acoustic_guitar_n_01,bl,clothing.n.01,False,1,1,687
62,6,1,tank_top_n_01,tank_top_n_01,hyponym,clothing.n.01,True,1,1,688
63,20,1,granadilla_n_04,spinet_n_02,hyponym,edible_fruit.n.01,False,1,1,687
64,7,1,cape_n_02,cape_n_02,hyponym,clothing.n.01,True,1,1,534
65,13,1,underwear_n_01,long_johns_n_01,bl,clothing.n.01,True,1,1,1094
66,3,1,hand_tool_n_01,heckelphone_n_01,hypernym,hand_tool.n.01,False,1,1,696
67,10,1,furniture_n_01,armoire_n_01,hypernym,furniture.n.01,True,1,1,526
68,2,1,awl_n_01,floor_lamp_n_01,bl,hand_tool.n.01,False,1,1,734
69,14,1,musical_instrument_n_01,campstool_n_01,hypernym,musical_instrument.n.01,False,1,1,601
70,9,1,musical_instrument_n_01,bass_clarinet_n_01,hypernym,musical_instrument.n.01,True,1,1,577
71,12,1,musette_n_01,musette_n_01,hyponym,musical_instrument.n.01,True,1,1,937
72,8,1,hand_tool_n_01,nailfile_n_01,hypernym,hand_tool.n.01,True,1,1,635
73,4,1,furniture_n_01,armchair_n_01,hypernym,furniture.n.01,True,1,1,509
74,17,1,bunk_bed_n_01,bunk_bed_n_01,hyponym,furniture.n.01,True,1,1,537
75,18,1,putty_knife_n_01,putty_knife_n_01,hyponym,hand_tool.n.01,True,1,1,1204
76,11,1,lyre_n_01,pew_n_01,hyponym,musical_instrument.n.01,False,1,1,1199
77,15,1,melon_n_01,turtleneck_n_01,bl,edible_fruit.n.01,False,1,1,563
78,5,1,bongo_n_01,spade_n_02,hyponym,musical_instrument.n.01,False,1,1,894
79,1,1,clothing_n_01,floor_lamp_n_01,hypernym,clothing.n.01,False,1,1,472
80,8,1,bitter_orange_n_02,bitter_orange_n_02,hyponym,edible_fruit.n.01,True,1,1,628
81,1,1,cabinet_n_01,dresser_n_05,bl,furniture.n.01,True,1,1,880
82,13,1,desk_n_01,writing_desk_n_02,bl,furniture.n.01,True,1,0,716
83,4,1,musical_instrument_n_01,musette_n_01,hypernym,musical_instrument.n.01,True,1,1,635
84,17,1,carpenters_square_n_01,bass_clarinet_n_01,hyponym,hand_tool.n.01,False,1,1,552
85,19,1,violin_n_01,stradavarius_n_01,bl,musical_instrument.n.01,True,1,1,374
86,9,1,clothing_n_01,dresser_n_05,hypernym,clothing.n.01,False,1,1,420
87,20,1,campstool_n_01,campstool_n_01,hyponym,furniture.n.01,True,1,1,975
88,14,1,bass_clarinet_n_01,coffee_table_n_01,hyponym,musical_instrument.n.01,False,1,1,979
89,16,1,musical_instrument_n_01,bitter_orange_n_02,hypernym,musical_instrument.n.01,False,1,1,588
90,11,1,turtleneck_n_01,turtleneck_n_01,hyponym,clothing.n.01,True,1,0,520
91,2,1,bradawl_n_01,cradle_n_01,hyponym,hand_tool.n.01,False,1,1,645
92,15,1,jacket_n_01,armchair_n_01,bl,clothing.n.01,False,1,1,423
93,10,1,clothing_n_01,crescent_wrench_n_01,hypernym,clothing.n.01,False,1,1,512
94,3,1,trowel_n_01,brick_trowel_n_01,bl,hand_tool.n.01,True,1,0,1110
95,12,1,harp_n_01,campstool_n_01,bl,musical_instrument.n.01,False,1,1,541
96,5,1,edible_fruit_n_01,bitter_orange_n_02,hypernym,edible_fruit.n.01,True,1,1,508
97,18,1,clothing_n_01,bitter_orange_n_02,hypernym,clothing.n.01,False,1,1,533
98,7,1,clothing_n_01,bow_tie_n_01,hypernym,clothing.n.01,True,1,1,664
99,6,1,edible_fruit_n_01,bosc_n_01,hypernym,edible_fruit.n.01,True,1,1,527
100,18,1,damson_n_01,uplift_n_02,hyponym,edible_fruit.n.01,False,1,1,619
101,14,1,bradawl_n_01,bradawl_n_01,hyponym,hand_tool.n.01,True,1,0,577
102,4,1,harp_n_01,lyre_n_01,bl,musical_instrument.n.01,True,1,1,640
103,7,1,needlenose_pliers_n_01,needlenose_pliers_n_01,hyponym,hand_tool.n.01,True,1,0,677
104,17,1,dresser_n_05,handsaw_n_01,hyponym,furniture.n.01,False,1,1,677
105,15,1,skirt_n_02,bradawl_n_01,bl,clothing.n.01,False,1,1,412
106,16,1,musical_instrument_n_01,contrabassoon_n_01,hypernym,musical_instrument.n.01,True,1,1,560
107,2,1,pew_n_01,pew_n_01,hyponym,furniture.n.01,True,1,0,567
108,6,1,bass_horn_n_01,euphonium_n_01,bl,musical_instrument.n.01,True,1,1,549
109,20,1,smooth_plane_n_01,smooth_plane_n_01,hyponym,hand_tool.n.01,True,1,0,852
110,3,1,musical_instrument_n_01,face_veil_n_01,hypernym,musical_instrument.n.01,False,1,1,909
111,10,1,granny_smith_n_01,cape_n_02,hyponym,edible_fruit.n.01,False,1,1,809
112,5,1,church_key_n_01,church_key_n_01,hyponym,hand_tool.n.01,True,1,1,1136
113,9,1,clarinet_n_01,bass_clarinet_n_01,bl,musical_instrument.n.01,True,1,1,467
114,12,1,clothing_n_01,bikini_n_02,hypernym,clothing.n.01,True,1,1,711
115,19,1,table_n_02,putty_knife_n_01,bl,furniture.n.01,False,1,1,531
116,1,1,bitter_orange_n_02,smooth_plane_n_01,hyponym,edible_fruit.n.01,False,1,1,559
117,8,1,musical_instrument_n_01,long_johns_n_01,hypernym,musical_instrument.n.01,False,1,1,499
118,11,1,raincoat_n_01,raincoat_n_01,hyponym,clothing.n.01,True,1,1,687
119,13,1,furniture_n_01,cradle_n_01,hypernym,furniture.n.01,True,1,1,415
120,8,1,pliers_n_01,needlenose_pliers_n_01,bl,hand_tool.n.01,True,1,0,484
121,10,1,furniture_n_01,highboy_n_01,hypernym,furniture.n.01,True,1,1,483
122,11,1,apple_n_01,muffler_n_02,bl,edible_fruit.n.01,False,1,1,466
123,13,1,orange_n_01,handsaw_n_01,bl,edible_fruit.n.01,False,1,1,490
124,4,1,clothing_n_01,tank_top_n_01,hypernym,clothing.n.01,True,1,1,429
125,6,1,cymbal_n_01,phillips_screwdriver_n_01,bl,musical_instrument.n.01,False,1,1,1003
126,15,1,brick_trowel_n_01,bunk_bed_n_01,hyponym,hand_tool.n.01,False,1,1,841
127,18,1,swimsuit_n_01,bikini_n_02,bl,clothing.n.01,True,1,1,474
128,16,1,furniture_n_01,coffee_table_n_01,hypernym,furniture.n.01,True,1,1,484
129,3,1,harpsichord_n_01,coffee_table_n_01,bl,musical_instrument.n.01,False,1,1,868
130,9,1,cloak_n_02,heckelphone_n_01,bl,clothing.n.01,False,1,0,968
131,20,1,furniture_n_01,granadilla_n_04,hypernym,furniture.n.01,False,1,1,496
132,12,1,bench_n_01,pew_n_01,bl,furniture.n.01,True,1,1,1066
133,14,1,musical_instrument_n_01,phillips_screwdriver_n_01,hypernym,musical_instrument.n.01,False,1,0,472
134,17,1,euphonium_n_01,euphonium_n_01,hyponym,musical_instrument.n.01,True,1,1,587
135,1,1,musical_instrument_n_01,heckelphone_n_01,hypernym,musical_instrument.n.01,True,1,1,476
136,19,1,bagpipe_n_01,heart_cherry_n_02,bl,musical_instrument.n.01,False,1,1,750
137,7,1,uplift_n_02,uplift_n_02,hyponym,clothing.n.01,True,1,1,858
138,2,1,edible_fruit_n_01,bikini_n_02,hypernym,edible_fruit.n.01,False,1,1,670
139,5,1,bow_tie_n_01,sultana_n_01,hyponym,clothing.n.01,False,1,1,624
140,4,1,long_johns_n_01,long_johns_n_01,hyponym,clothing.n.01,True,1,0,673
141,14,1,smooth_plane_n_01,granadilla_n_04,hyponym,hand_tool.n.01,False,1,1,535
142,19,1,edible_fruit_n_01,granadilla_n_04,hypernym,edible_fruit.n.01,True,1,1,420
143,8,1,musical_instrument_n_01,bathrobe_n_01,hypernym,musical_instrument.n.01,False,1,1,462
144,16,1,mandarin_n_05,miniskirt_n_01,bl,edible_fruit.n.01,False,1,1,812
145,6,1,watermelon_n_02,watermelon_n_02,hyponym,edible_fruit.n.01,True,1,1,556
146,12,1,suit_n_01,business_suit_n_01,bl,clothing.n.01,True,1,1,452
147,17,1,edible_fruit_n_01,granny_smith_n_01,hypernym,edible_fruit.n.01,True,1,1,431
148,18,1,swimsuit_n_01,heart_cherry_n_02,bl,clothing.n.01,False,1,1,426
149,9,1,chair_n_01,armchair_n_01,bl,furniture.n.01,True,1,1,368
150,5,1,wardrobe_n_01,church_key_n_01,bl,furniture.n.01,False,1,1,539
151,11,1,love_seat_n_01,love_seat_n_01,hyponym,furniture.n.01,True,1,1,617
152,13,1,sweat_pants_n_01,sweat_pants_n_01,hyponym,clothing.n.01,True,1,1,464
153,3,1,drum_n_01,needlenose_pliers_n_01,bl,musical_instrument.n.01,False,1,1,1004
154,10,1,pear_n_01,contrabassoon_n_01,bl,edible_fruit.n.01,False,1,1,610
155,7,1,stradavarius_n_01,stradavarius_n_01,hyponym,musical_instrument.n.01,True,1,0,1225
156,1,1,scarf_n_01,euphonium_n_01,bl,clothing.n.01,False,1,1,437
157,2,1,pear_n_01,bosc_n_01,bl,edible_fruit.n.01,True,1,1,510
158,20,1,plane_n_05,smooth_plane_n_01,bl,hand_tool.n.01,True,1,0,455
159,15,1,acoustic_guitar_n_01,damson_n_01,hyponym,musical_instrument.n.01,False,1,1,661
160,3,1,plum_n_02,bow_tie_n_01,bl,edible_fruit.n.01,False,1,1,742
161,7,1,veil_n_01,face_veil_n_01,bl,clothing.n.01,True,1,0,720
162,1,1,brick_trowel_n_01,brick_trowel_n_01,hyponym,hand_tool.n.01,True,1,0,569
163,19,1,carpenters_square_n_01,carpenters_square_n_01,hyponym,hand_tool.n.01,True,1,1,1173
164,18,1,cape_n_02,highhat_cymbal_n_01,hyponym,clothing.n.01,False,1,1,512
165,9,1,edible_fruit_n_01,musette_n_01,hypernym,edible_fruit.n.01,False,1,1,534
166,10,1,phillips_screwdriver_n_01,phillips_screwdriver_n_01,hyponym,hand_tool.n.01,True,1,1,683
167,15,1,guitar_n_01,acoustic_guitar_n_01,bl,musical_instrument.n.01,True,1,1,415
168,2,1,nailfile_n_01,piccolo_n_01,hyponym,hand_tool.n.01,False,1,0,766
169,13,1,furniture_n_01,watermelon_n_02,hypernym,furniture.n.01,False,1,0,547
170,5,1,bathrobe_n_01,bosc_n_01,hyponym,clothing.n.01,False,1,1,715
171,20,1,necktie_n_01,key_lime_n_01,bl,clothing.n.01,False,1,1,464
172,11,1,bongo_n_01,bongo_n_01,hyponym,musical_instrument.n.01,True,1,1,590
173,4,1,saw_n_02,key_lime_n_01,bl,hand_tool.n.01,False,1,1,538
174,12,1,grand_piano_n_01,blazer_n_01,hyponym,musical_instrument.n.01,False,1,1,432
175,6,1,bosc_n_01,highhat_cymbal_n_01,hyponym,edible_fruit.n.01,False,1,0,634
176,14,1,edible_fruit_n_01,clementine_n_02,hypernym,edible_fruit.n.01,True,1,1,422
177,16,1,cabinet_n_01,carpenters_hammer_n_01,bl,furniture.n.01,False,1,1,541
178,17,1,square_n_08,coffee_table_n_01,bl,hand_tool.n.01,False,1,1,569
179,8,1,chest_of_drawers_n_01,raincoat_n_01,bl,furniture.n.01,False,1,1,715
180,1,1,spatula_n_02,putty_knife_n_01,bl,hand_tool.n.01,True,1,1,790
181,19,1,hand_tool_n_01,spade_n_02,hypernym,hand_tool.n.01,True,1,1,565
182,5,1,clothing_n_01,sackbut_n_01,hypernym,clothing.n.01,False,1,1,579
183,7,1,dresser_n_05,dresser_n_05,hyponym,furniture.n.01,True,1,0,529
184,8,1,phillips_screwdriver_n_01,uplift_n_02,hyponym,hand_tool.n.01,False,1,1,1004
185,17,1,suit_n_01,love_seat_n_01,bl,clothing.n.01,False,1,1,352
186,14,1,pew_n_01,face_veil_n_01,hyponym,furniture.n.01,False,1,1,695
187,3,1,bikini_n_02,church_key_n_01,hyponym,clothing.n.01,False,1,1,385
188,4,1,miniskirt_n_01,damson_n_01,hyponym,clothing.n.01,False,1,1,459
189,18,1,furniture_n_01,needlenose_pliers_n_01,hypernym,furniture.n.01,False,1,1,387
190,15,1,furniture_n_01,piccolo_n_01,hypernym,furniture.n.01,False,1,1,434
191,6,1,musical_instrument_n_01,brick_trowel_n_01,hypernym,musical_instrument.n.01,False,1,1,637
192,2,1,floor_lamp_n_01,floor_lamp_n_01,hyponym,furniture.n.01,True,1,1,527
193,11,1,baby_bed_n_01,carpenters_hammer_n_01,bl,furniture.n.01,False,1,1,553
194,20,1,clothing_n_01,campstool_n_01,hypernym,clothing.n.01,False,1,1,379
195,13,1,robe_n_01,bathrobe_n_01,bl,clothing.n.01,True,1,1,418
196,16,1,hand_tool_n_01,carpenters_square_n_01,hypernym,hand_tool.n.01,True,1,1,486
197,12,1,shirt_n_01,carpenters_square_n_01,bl,clothing.n.01,False,1,1,568
0,9,1,bosc_n_01,bosc_n_01,hyponym,edible_fruit.n.01,True,1,0,993
1,10,1,musical_instrument_n_01,bongo_n_01,hypernym,musical_instrument.n.01,True,1,1,2759
2,8,1,screwdriver_n_01,phillips_screwdriver_n_01,bl,hand_tool.n.01,True,1,1,928
3,5,1,highhat_cymbal_n_01,crescent_wrench_n_01,hyponym,musical_instrument.n.01,False,1,1,600
4,1,1,musical_instrument_n_01,grand_piano_n_01,hypernym,musical_instrument.n.01,True,1,1,1187
5,9,1,handsaw_n_01,bitter_orange_n_02,hyponym,hand_tool.n.01,False,1,1,592
6,14,1,passion_fruit_n_01,granadilla_n_04,bl,edible_fruit.n.01,True,1,1,873
7,12,1,shovel_n_01,lyre_n_01,bl,hand_tool.n.01,False,1,1,547
8,7,1,tank_top_n_01,damson_n_01,hyponym,clothing.n.01,False,1,1,932
9,18,1,acoustic_guitar_n_01,acoustic_guitar_n_01,hyponym,musical_instrument.n.01,True,1,1,441
10,19,1,uplift_n_02,stradavarius_n_01,hyponym,clothing.n.01,False,1,1,484
11,15,1,hand_tool_n_01,spinet_n_02,hypernym,hand_tool.n.01,False,1,1,453
12,10,1,edible_fruit_n_01,bathrobe_n_01,hypernym,edible_fruit.n.01,False,1,1,435
13,13,1,hand_tool_n_01,smooth_plane_n_01,hypernym,hand_tool.n.01,True,1,1,704
14,20,1,wardrobe_n_01,armoire_n_01,bl,furniture.n.01,True,1,1,759
15,2,1,table_n_02,coffee_table_n_01,bl,furniture.n.01,True,1,1,508
16,6,1,carpenters_hammer_n_01,carpenters_hammer_n_01,hyponym,hand_tool.n.01,True,1,1,621
17,11,1,mandarin_n_05,clementine_n_02,bl,edible_fruit.n.01,True,1,1,496
18,16,1,guitar_n_01,sultana_n_01,bl,musical_instrument.n.01,False,1,1,535
19,4,1,clarinet_n_01,highboy_n_01,bl,musical_instrument.n.01,False,1,1,501
20,3,1,spinet_n_02,spinet_n_02,hyponym,musical_instrument.n.01,True,1,0,525
21,17,1,clothing_n_01,sweat_pants_n_01,hypernym,clothing.n.01,True,1,1,509
22,6,1,edible_fruit_n_01,putty_knife_n_01,hypernym,edible_fruit.n.01,False,1,1,452
23,16,1,brassiere_n_01,uplift_n_02,bl,clothing.n.01,True,1,1,538
24,13,1,cathedra_n_01,acoustic_guitar_n_01,hyponym,furniture.n.01,False,1,0,498
25,11,1,edible_fruit_n_01,cherimoya_n_02,hypernym,edible_fruit.n.01,True,1,1,463
26,8,1,desk_n_01,muffler_n_02,bl,furniture.n.01,False,1,1,513
27,15,1,baby_bed_n_01,cradle_n_01,bl,furniture.n.01,True,1,1,494
28,3,1,hand_tool_n_01,cathedra_n_01,hypernym,hand_tool.n.01,False,1,1,508
29,7,1,trouser_n_01,granadilla_n_04,bl,clothing.n.01,False,1,1,587
30,9,1,musical_instrument_n_01,acoustic_guitar_n_01,hypernym,musical_instrument.n.01,True,1,1,582
31,17,1,hammer_n_02,carpenters_hammer_n_01,bl,hand_tool.n.01,True,1,1,360
32,20,1,spade_n_02,spade_n_02,hyponym,hand_tool.n.01,True,1,0,440
33,2,1,cloak_n_02,cape_n_02,bl,clothing.n.01,True,1,1,568
34,10,1,hand_tool_n_01,crescent_wrench_n_01,hypernym,hand_tool.n.01,True,1,1,834
35,12,1,clothing_n_01,uplift_n_02,hypernym,clothing.n.01,True,1,1,566
36,4,1,furniture_n_01,floor_lamp_n_01,hypernym,furniture.n.01,True,1,1,565
37,18,1,bassoon_n_01,contrabassoon_n_01,bl,musical_instrument.n.01,True,1,1,1118
38,14,1,furniture_n_01,pew_n_01,hypernym,furniture.n.01,True,1,1,460
39,5,1,musical_instrument_n_01,blazer_n_01,hypernym,musical_instrument.n.01,False,1,1,554
40,1,1,clothing_n_01,blazer_n_01,hypernym,clothing.n.01,True,1,1,460
41,19,1,clothing_n_01,face_veil_n_01,hypernym,clothing.n.01,True,1,1,459
42,7,1,plum_n_02,damson_n_01,bl,edible_fruit.n.01,True,1,1,697
43,5,1,hand_tool_n_01,bradawl_n_01,hypernym,hand_tool.n.01,True,1,1,475
44,2,1,stradavarius_n_01,miniskirt_n_01,hyponym,musical_instrument.n.01,False,1,1,1743
45,6,1,hand_tool_n_01,contrabassoon_n_01,hypernym,hand_tool.n.01,False,1,1,644
46,16,1,clothing_n_01,watermelon_n_02,hypernym,clothing.n.01,False,1,1,606
47,12,1,sackbut_n_01,sackbut_n_01,hyponym,musical_instrument.n.01,True,1,0,550
48,4,1,throne_n_01,cathedra_n_01,bl,furniture.n.01,True,1,1,434
49,14,1,sackbut_n_01,pew_n_01,hyponym,musical_instrument.n.01,False,1,0,415
50,18,1,musical_instrument_n_01,carpenters_hammer_n_01,hypernym,musical_instrument.n.01,False,1,1,562
51,8,1,underwear_n_01,sackbut_n_01,bl,clothing.n.01,False,1,1,464
52,1,1,furniture_n_01,cherimoya_n_02,hypernym,furniture.n.01,False,1,1,561
53,11,1,clementine_n_02,bikini_n_02,hyponym,edible_fruit.n.01,False,1,1,1042
54,10,1,harpsichord_n_01,spinet_n_02,bl,musical_instrument.n.01,True,1,1,615
55,13,1,furniture_n_01,granny_smith_n_01,hypernym,furniture.n.01,False,1,1,455
56,19,1,heckelphone_n_01,heckelphone_n_01,hyponym,musical_instrument.n.01,True,1,0,502
57,9,1,granadilla_n_04,granadilla_n_04,hyponym,edible_fruit.n.01,True,1,1,676
58,15,1,violin_n_01,uplift_n_02,bl,musical_instrument.n.01,False,1,1,493
59,17,1,love_seat_n_01,acoustic_guitar_n_01,hyponym,furniture.n.01,False,1,1,488
60,3,1,lamp_n_02,floor_lamp_n_01,bl,furniture.n.01,True,1,1,363
61,20,1,musical_instrument_n_01,euphonium_n_01,hypernym,musical_instrument.n.01,True,1,1,496
62,17,1,edible_fruit_n_01,damson_n_01,hypernym,edible_fruit.n.01,True,1,1,398
63,10,1,clothing_n_01,writing_desk_n_02,hypernym,clothing.n.01,False,1,1,506
64,9,1,furniture_n_01,sweat_pants_n_01,hypernym,furniture.n.01,False,1,0,551
65,11,1,furniture_n_01,phillips_screwdriver_n_01,hypernym,furniture.n.01,False,1,1,510
66,20,1,muffler_n_02,heckelphone_n_01,hyponym,clothing.n.01,False,1,0,652
67,4,1,watermelon_n_02,lyre_n_01,hyponym,edible_fruit.n.01,False,1,1,447
68,6,1,musical_instrument_n_01,stradavarius_n_01,hypernym,musical_instrument.n.01,True,1,1,411
69,14,1,musical_instrument_n_01,granny_smith_n_01,hypernym,musical_instrument.n.01,False,1,1,514
70,18,1,sofa_n_01,euphonium_n_01,bl,furniture.n.01,False,1,1,416
71,2,1,hand_tool_n_01,stradavarius_n_01,hypernym,hand_tool.n.01,False,1,1,438
72,7,1,writing_desk_n_02,tank_top_n_01,hyponym,furniture.n.01,False,1,1,1157
73,16,1,furniture_n_01,campstool_n_01,hypernym,furniture.n.01,True,1,0,492
74,3,1,blazer_n_01,armoire_n_01,hyponym,clothing.n.01,False,1,0,717
75,12,1,church_key_n_01,clementine_n_02,hyponym,hand_tool.n.01,False,1,1,522
76,1,1,armchair_n_01,musette_n_01,hyponym,furniture.n.01,False,1,1,948
77,13,1,clothing_n_01,long_johns_n_01,hypernym,clothing.n.01,True,1,1,525
78,5,1,carpenters_hammer_n_01,sackbut_n_01,hyponym,hand_tool.n.01,False,1,1,614
79,15,1,business_suit_n_01,bunk_bed_n_01,hyponym,clothing.n.01,False,1,1,539
80,19,1,edible_fruit_n_01,cape_n_02,hypernym,edible_fruit.n.01,False,1,1,480
81,8,1,jacket_n_01,blazer_n_01,bl,clothing.n.01,True,1,1,432
82,9,1,hand_tool_n_01,handsaw_n_01,hypernym,hand_tool.n.01,True,1,1,541
83,5,1,hand_tool_n_01,bosc_n_01,hypernym,hand_tool.n.01,False,1,1,464
84,15,1,bed_n_01,clementine_n_02,bl,furniture.n.01,False,1,1,393
85,20,1,hand_tool_n_01,highboy_n_01,hypernym,hand_tool.n.01,False,1,1,431
86,10,1,flute_n_01,raincoat_n_01,bl,musical_instrument.n.01,False,1,1,437
87,3,1,business_suit_n_01,business_suit_n_01,hyponym,clothing.n.01,True,1,1,392
88,19,1,shirt_n_01,tank_top_n_01,bl,clothing.n.01,True,1,1,378
89,7,1,furniture_n_01,love_seat_n_01,hypernym,furniture.n.01,True,1,1,407
90,8,1,spade_n_02,love_seat_n_01,hyponym,hand_tool.n.01,False,1,1,415
91,18,1,cymbal_n_01,highhat_cymbal_n_01,bl,musical_instrument.n.01,True,1,1,886
92,11,1,hand_tool_n_01,carpenters_hammer_n_01,hypernym,hand_tool.n.01,True,1,1,409
93,2,1,furniture_n_01,grand_piano_n_01,hypernym,furniture.n.01,False,1,0,467
94,17,1,trouser_n_01,sweat_pants_n_01,bl,clothing.n.01,True,1,1,1215
95,16,1,coffee_table_n_01,carpenters_square_n_01,hyponym,furniture.n.01,False,1,1,573
96,13,1,veil_n_01,love_seat_n_01,bl,clothing.n.01,False,1,1,737
97,4,1,clothing_n_01,muffler_n_02,hypernym,clothing.n.01,True,1,1,569
98,14,1,edible_fruit_n_01,sultana_n_01,hypernym,edible_fruit.n.01,True,1,1,376
99,1,1,saw_n_02,handsaw_n_01,bl,hand_tool.n.01,True,1,0,537
100,6,1,oboe_n_01,nailfile_n_01,bl,musical_instrument.n.01,False,1,0,686
101,12,1,cradle_n_01,church_key_n_01,hyponym,furniture.n.01,False,1,1,915
