index,group_index,final,c_name,img,lvl,branch,stim_type,p_id,accurate,react_time
106,2,1,hand_tool_n_01,brick_trowel_n_01,hypernym,hand_tool.n.01,True,5,1,600
107,1,1,handsaw_n_01,handsaw_n_01,hyponym,hand_tool.n.01,True,5,1,1056
108,10,1,sweat_pants_n_01,clementine_n_02,hyponym,clothing.n.01,False,5,1,459
109,5,1,clothing_n_01,raincoat_n_01,hypernym,clothing.n.01,True,5,1,571
110,7,1,grape_n_01,sultana_n_01,bl,edible_fruit.n.01,True,5,1,432
111,12,1,edible_fruit_n_01,bunk_bed_n_01,hypernym,edible_fruit.n.01,False,5,1,467
112,18,1,clothing_n_01,bathrobe_n_01,hypernym,clothing.n.01,True,5,1,869
113,13,1,hand_tool_n_01,phillips_screwdriver_n_01,hypernym,hand_tool.n.01,True,5,1,976
114,8,1,passion_fruit_n_01,piccolo_n_01,bl,edible_fruit.n.01,False,5,1,433
115,17,1,orange_n_01,bitter_orange_n_02,bl,edible_fruit.n.01,True,5,1,684
116,6,1,furniture_n_01,musette_n_01,hypernym,furniture.n.01,False,5,1,546
117,9,1,raincoat_n_01,cathedra_n_01,hyponym,clothing.n.01,False,5,1,704
118,19,1,piccolo_n_01,sweat_pants_n_01,hyponym,musical_instrument.n.01,False,5,1,411
119,4,1,bikini_n_02,bikini_n_02,hyponym,clothing.n.01,True,5,0,422
120,14,1,hand_tool_n_01,tank_top_n_01,hypernym,hand_tool.n.01,False,5,1,737
121,11,1,bagpipe_n_01,musette_n_01,bl,musical_instrument.n.01,True,5,1,483
122,4,1,face_veil_n_01,pew_n_01,hyponym,clothing.n.01,False,5,1,572
123,16,1,crescent_wrench_n_01,crescent_wrench_n_01,hyponym,hand_tool.n.01,True,5,1,701
124,14,1,clothing_n_01,needlenose_pliers_n_01,hypernym,clothing.n.01,False,5,1,489
125,8,1,trowel_n_01,cathedra_n_01,bl,hand_tool.n.01,False,5,0,888
126,2,1,drum_n_01,bongo_n_01,bl,musical_instrument.n.01,True,5,1,394
127,18,1,blazer_n_01,blazer_n_01,hyponym,clothing.n.01,True,5,1,670
128,6,1,musical_instrument_n_01,sackbut_n_01,hypernym,musical_instrument.n.01,True,5,1,672
129,13,1,spatula_n_02,highhat_cymbal_n_01,bl,hand_tool.n.01,False,5,1,713
130,5,1,contrabassoon_n_01,contrabassoon_n_01,hyponym,musical_instrument.n.01,True,5,1,802
131,15,1,nailfile_n_01,nailfile_n_01,hyponym,hand_tool.n.01,True,5,1,505
132,7,1,plane_n_05,cherimoya_n_02,bl,hand_tool.n.01,False,5,1,739
133,9,1,euphonium_n_01,bradawl_n_01,hyponym,musical_instrument.n.01,False,5,1,983
134,20,1,chair_n_01,bongo_n_01,bl,furniture.n.01,False,5,1,619
135,10,1,key_lime_n_01,turtleneck_n_01,hyponym,edible_fruit.n.01,False,5,1,811
136,1,1,furniture_n_01,bunk_bed_n_01,hypernym,furniture.n.01,True,5,1,513
137,19,1,wrench_n_03,dresser_n_05,bl,hand_tool.n.01,False,5,1,502
138,3,1,clothing_n_01,turtleneck_n_01,hypernym,clothing.n.01,True,5,1,574
139,11,1,writing_desk_n_02,writing_desk_n_02,hyponym,furniture.n.01,True,5,1,760
140,17,1,granny_smith_n_01,granny_smith_n_01,hyponym,edible_fruit.n.01,True,5,1,545
141,12,1,edible_fruit_n_01,key_lime_n_01,hypernym,edible_fruit.n.01,True,5,1,949
142,8,1,hand_tool_n_01,writing_desk_n_02,hypernym,hand_tool.n.01,False,5,1,814
143,5,1,cradle_n_01,cradle_n_01,hyponym,furniture.n.01,True,5,1,902
144,19,1,hand_tool_n_01,bongo_n_01,hypernym,hand_tool.n.01,False,5,1,1328
145,17,1,muffler_n_02,muffler_n_02,hyponym,clothing.n.01,True,5,0,818
146,16,1,throne_n_01,grand_piano_n_01,bl,furniture.n.01,False,5,1,1198
147,11,1,musical_instrument_n_01,piccolo_n_01,hypernym,musical_instrument.n.01,True,5,1,1291
148,10,1,chest_of_drawers_n_01,highboy_n_01,bl,furniture.n.01,True,5,1,557
149,4,1,trombone_n_01,armoire_n_01,bl,musical_instrument.n.01,False,5,1,672
150,1,1,clothing_n_01,miniskirt_n_01,hypernym,clothing.n.01,True,5,1,395
151,9,1,furniture_n_01,dresser_n_05,hypernym,furniture.n.01,True,5,1,473
152,14,1,melon_n_01,watermelon_n_02,bl,edible_fruit.n.01,True,5,1,393
153,12,1,custard_apple_n_02,miniskirt_n_01,bl,edible_fruit.n.01,False,5,1,488
154,3,1,miniskirt_n_01,miniskirt_n_01,hyponym,clothing.n.01,True,5,1,427
155,6,1,lime_n_06,bikini_n_02,bl,edible_fruit.n.01,False,5,1,522
156,7,1,bass_horn_n_01,smooth_plane_n_01,bl,musical_instrument.n.01,False,5,1,827
157,20,1,coat_n_01,armoire_n_01,bl,clothing.n.01,False,5,1,432
158,15,1,heart_cherry_n_02,heart_cherry_n_02,hyponym,edible_fruit.n.01,True,5,1,921
159,2,1,sultana_n_01,smooth_plane_n_01,hyponym,edible_fruit.n.01,False,5,1,644
160,13,1,file_n_04,nailfile_n_01,bl,hand_tool.n.01,True,5,1,568
161,18,1,sweater_n_01,carpenters_square_n_01,bl,clothing.n.01,False,5,1,863
162,13,1,furniture_n_01,brick_trowel_n_01,hypernym,furniture.n.01,False,5,1,697
163,20,1,screwdriver_n_01,business_suit_n_01,bl,hand_tool.n.01,False,5,1,455
164,10,1,turtleneck_n_01,putty_knife_n_01,hyponym,clothing.n.01,False,5,1,793
165,16,1,hand_tool_n_01,key_lime_n_01,hypernym,hand_tool.n.01,False,5,1,430
166,11,1,can_opener_n_01,church_key_n_01,bl,hand_tool.n.01,True,5,0,622
167,17,1,clothing_n_01,cradle_n_01,hypernym,clothing.n.01,False,5,1,1570
168,3,1,face_veil_n_01,face_veil_n_01,hyponym,clothing.n.01,True,5,1,830
169,12,1,floor_lamp_n_01,blazer_n_01,hyponym,furniture.n.01,False,5,1,450
170,5,1,flute_n_01,piccolo_n_01,bl,musical_instrument.n.01,True,5,1,843
171,2,1,spinet_n_02,writing_desk_n_02,hyponym,musical_instrument.n.01,False,5,0,977
172,14,1,hammer_n_02,lyre_n_01,bl,hand_tool.n.01,False,5,1,554
173,6,1,sultana_n_01,sultana_n_01,hyponym,edible_fruit.n.01,True,5,1,1928
174,9,1,clothing_n_01,nailfile_n_01,hypernym,clothing.n.01,False,5,1,600
175,7,1,armchair_n_01,armchair_n_01,hyponym,furniture.n.01,True,5,1,604
176,18,1,can_opener_n_01,watermelon_n_02,bl,hand_tool.n.01,False,5,1,584
177,1,1,edible_fruit_n_01,crescent_wrench_n_01,hypernym,edible_fruit.n.01,False,5,1,454
178,8,1,hand_tool_n_01,church_key_n_01,hypernym,hand_tool.n.01,True,5,1,466
179,15,1,bunk_bed_n_01,bosc_n_01,hyponym,furniture.n.01,False,5,1,521
180,19,1,armoire_n_01,armoire_n_01,hyponym,furniture.n.01,True,5,0,767
181,4,1,hand_tool_n_01,cradle_n_01,hypernym,hand_tool.n.01,False,5,1,724
182,10,1,highboy_n_01,bass_clarinet_n_01,hyponym,furniture.n.01,False,5,1,838
183,8,1,lamp_n_02,business_suit_n_01,bl,furniture.n.01,False,5,1,374
184,6,1,musical_instrument_n_01,cape_n_02,hypernym,musical_instrument.n.01,False,5,1,434
185,14,1,lyre_n_01,lyre_n_01,hyponym,musical_instrument.n.01,True,5,1,818
186,1,1,clothing_n_01,business_suit_n_01,hypernym,clothing.n.01,True,5,1,409
187,9,1,cherimoya_n_02,cherimoya_n_02,hyponym,edible_fruit.n.01,True,5,0,835
188,3,1,necktie_n_01,bow_tie_n_01,bl,clothing.n.01,True,5,1,420
189,13,1,furniture_n_01,cathedra_n_01,hypernym,furniture.n.01,True,5,1,602
190,11,1,awl_n_01,bradawl_n_01,bl,hand_tool.n.01,True,5,0,608
191,7,1,armoire_n_01,spade_n_02,hyponym,furniture.n.01,False,5,1,621
192,16,1,musical_instrument_n_01,armchair_n_01,hypernym,musical_instrument.n.01,False,5,1,518
193,4,1,cherimoya_n_02,face_veil_n_01,hyponym,edible_fruit.n.01,False,5,1,637
194,15,1,robe_n_01,granny_smith_n_01,bl,clothing.n.01,False,5,1,1245
195,12,1,key_lime_n_01,key_lime_n_01,hyponym,edible_fruit.n.01,True,5,1,478
196,2,1,furniture_n_01,writing_desk_n_02,hypernym,furniture.n.01,True,5,1,719
197,5,1,piano_n_01,grand_piano_n_01,bl,musical_instrument.n.01,True,5,1,433
0,5,1,bass_clarinet_n_01,bass_clarinet_n_01,hyponym,musical_instrument.n.01,True,6,1,1761
1,6,1,clothing_n_01,grand_piano_n_01,hypernym,clothing.n.01,False,6,1,833
2,7,1,edible_fruit_n_01,spade_n_02,hypernym,edible_fruit.n.01,False,6,1,596
3,18,1,edible_fruit_n_01,turtleneck_n_01,hypernym,edible_fruit.n.01,False,6,1,495
4,13,1,crescent_wrench_n_01,floor_lamp_n_01,hyponym,hand_tool.n.01,False,6,1,674
5,17,1,cherry_n_03,heart_cherry_n_02,bl,edible_fruit.n.01,True,6,1,373
6,15,1,bow_tie_n_01,bow_tie_n_01,hyponym,clothing.n.01,True,6,1,463
7,9,1,cherry_n_03,tank_top_n_01,bl,edible_fruit.n.01,False,6,1,433
8,2,1,putty_knife_n_01,spinet_n_02,hyponym,hand_tool.n.01,False,6,1,536
9,14,1,edible_fruit_n_01,nailfile_n_01,hypernym,edible_fruit.n.01,False,6,1,463
10,16,1,musical_instrument_n_01,bow_tie_n_01,hypernym,musical_instrument.n.01,False,6,1,600
11,19,1,coat_n_01,raincoat_n_01,bl,clothing.n.01,True,6,1,879
12,3,1,furniture_n_01,bradawl_n_01,hypernym,furniture.n.01,False,6,1,391
13,11,1,contrabassoon_n_01,bathrobe_n_01,hyponym,musical_instrument.n.01,False,6,1,467
14,1,1,wrench_n_03,crescent_wrench_n_01,bl,hand_tool.n.01,True,6,1,421
15,4,1,pliers_n_01,contrabassoon_n_01,bl,hand_tool.n.01,False,6,1,949
16,20,1,clementine_n_02,clementine_n_02,hyponym,edible_fruit.n.01,True,6,1,491
17,8,1,bathrobe_n_01,bathrobe_n_01,hyponym,clothing.n.01,True,6,1,482
18,12,1,coffee_table_n_01,coffee_table_n_01,hyponym,furniture.n.01,True,6,1,468
19,10,1,bench_n_01,bongo_n_01,bl,furniture.n.01,False,6,1,450
20,16,1,edible_fruit_n_01,watermelon_n_02,hypernym,edible_fruit.n.01,True,6,1,681
21,15,1,edible_fruit_n_01,muffler_n_02,hypernym,edible_fruit.n.01,False,6,1,453
22,7,1,sweater_n_01,turtleneck_n_01,bl,clothing.n.01,True,6,1,656
23,2,1,needlenose_pliers_n_01,stradavarius_n_01,hyponym,hand_tool.n.01,False,6,1,474
24,8,1,clothing_n_01,cherimoya_n_02,hypernym,clothing.n.01,False,6,1,650
25,4,1,musical_instrument_n_01,spinet_n_02,hypernym,musical_instrument.n.01,True,6,1,449
26,12,1,cathedra_n_01,cathedra_n_01,hyponym,furniture.n.01,True,6,1,1052
27,9,1,clothing_n_01,heart_cherry_n_02,hypernym,clothing.n.01,False,6,1,444
28,1,1,hand_tool_n_01,needlenose_pliers_n_01,hypernym,hand_tool.n.01,True,6,1,410
29,20,1,shovel_n_01,spade_n_02,bl,hand_tool.n.01,True,6,1,537
30,10,1,square_n_08,carpenters_square_n_01,bl,hand_tool.n.01,True,6,0,459
31,18,1,scarf_n_01,muffler_n_02,bl,clothing.n.01,True,6,1,765
32,19,1,file_n_04,bass_clarinet_n_01,bl,hand_tool.n.01,False,6,1,537
33,13,1,sofa_n_01,love_seat_n_01,bl,furniture.n.01,True,6,1,350
34,14,1,long_johns_n_01,euphonium_n_01,hyponym,clothing.n.01,False,6,1,429
35,17,1,damson_n_01,damson_n_01,hyponym,edible_fruit.n.01,True,6,0,708
36,5,1,bassoon_n_01,business_suit_n_01,bl,musical_instrument.n.01,False,6,1,732
37,6,1,apple_n_01,granny_smith_n_01,bl,edible_fruit.n.01,True,6,1,357
38,11,1,grape_n_01,brick_trowel_n_01,bl,edible_fruit.n.01,False,6,1,411
39,3,1,heart_cherry_n_02,long_johns_n_01,hyponym,edible_fruit.n.01,False,6,1,567
40,12,1,clothing_n_01,cape_n_02,hypernym,clothing.n.01,True,6,1,381
41,3,1,campstool_n_01,raincoat_n_01,hyponym,furniture.n.01,False,6,1,439
42,8,1,musical_instrument_n_01,lyre_n_01,hypernym,musical_instrument.n.01,True,6,1,521
43,4,1,highboy_n_01,highboy_n_01,hyponym,furniture.n.01,True,6,1,830
44,9,1,hand_tool_n_01,putty_knife_n_01,hypernym,hand_tool.n.01,True,6,1,511
45,5,1,skirt_n_02,miniskirt_n_01,bl,clothing.n.01,True,6,1,434
46,18,1,stool_n_01,long_johns_n_01,bl,furniture.n.01,False,6,1,382
47,2,1,bed_n_01,bunk_bed_n_01,bl,furniture.n.01,True,6,1,495
48,15,1,lime_n_06,key_lime_n_01,bl,edible_fruit.n.01,True,6,1,456
49,6,1,piccolo_n_01,piccolo_n_01,hyponym,musical_instrument.n.01,True,6,1,602
50,11,1,trombone_n_01,sackbut_n_01,bl,musical_instrument.n.01,True,6,1,471
51,1,1,hand_tool_n_01,highboy_n_01,hypernym,hand_tool.n.01,False,6,1,736
52,19,1,musical_instrument_n_01,armchair_n_01,hypernym,musical_instrument.n.01,False,6,1,478
53,13,1,oboe_n_01,heckelphone_n_01,bl,musical_instrument.n.01,True,6,1,454
54,7,1,grand_piano_n_01,grand_piano_n_01,hyponym,musical_instrument.n.01,True,6,1,399
55,14,1,custard_apple_n_02,cherimoya_n_02,bl,edible_fruit.n.01,True,6,1,664
56,10,1,furniture_n_01,bow_tie_n_01,hypernym,furniture.n.01,False,6,1,474
57,17,1,highhat_cymbal_n_01,highhat_cymbal_n_01,hyponym,musical_instrument.n.01,True,6,1,461
58,20,1,musette_n_01,sultana_n_01,hyponym,musical_instrument.n.01,False,6,1,573
59,16,1,edible_fruit_n_01,heart_cherry_n_02,hypernym,edible_fruit.n.01,True,6,1,377
60,20,1,granadilla_n_04,spinet_n_02,hyponym,edible_fruit.n.01,False,6,1,668
61,3,1,hand_tool_n_01,heckelphone_n_01,hypernym,hand_tool.n.01,False,6,1,574
62,8,1,hand_tool_n_01,nailfile_n_01,hypernym,hand_tool.n.01,True,6,1,504
63,4,1,furniture_n_01,armchair_n_01,hypernym,furniture.n.01,True,6,1,523
64,13,1,underwear_n_01,long_johns_n_01,bl,clothing.n.01,True,6,0,754
65,11,1,lyre_n_01,pew_n_01,hyponym,musical_instrument.n.01,False,6,1,575
66,17,1,bunk_bed_n_01,bunk_bed_n_01,hyponym,furniture.n.01,True,6,1,508
67,6,1,tank_top_n_01,tank_top_n_01,hyponym,clothing.n.01,True,6,1,416
68,19,1,stool_n_01,campstool_n_01,bl,furniture.n.01,True,6,1,532
69,7,1,cape_n_02,cape_n_02,hyponym,clothing.n.01,True,6,1,364
70,12,1,musette_n_01,musette_n_01,hyponym,musical_instrument.n.01,True,6,0,889
71,2,1,awl_n_01,floor_lamp_n_01,bl,hand_tool.n.01,False,6,1,706
72,18,1,putty_knife_n_01,putty_knife_n_01,hyponym,hand_tool.n.01,True,6,1,489
73,14,1,musical_instrument_n_01,campstool_n_01,hypernym,musical_instrument.n.01,False,6,1,536
74,10,1,furniture_n_01,armoire_n_01,hypernym,furniture.n.01,True,6,1,634
75,1,1,clothing_n_01,floor_lamp_n_01,hypernym,clothing.n.01,False,6,1,440
76,15,1,melon_n_01,turtleneck_n_01,bl,edible_fruit.n.01,False,6,1,486
77,5,1,bongo_n_01,spade_n_02,hyponym,musical_instrument.n.01,False,6,1,397
78,16,1,brassiere_n_01,acoustic_guitar_n_01,bl,clothing.n.01,False,6,1,590
79,9,1,musical_instrument_n_01,bass_clarinet_n_01,hypernym,musical_instrument.n.01,True,6,1,420
80,12,1,harp_n_01,campstool_n_01,bl,musical_instrument.n.01,False,6,1,458
81,5,1,edible_fruit_n_01,bitter_orange_n_02,hypernym,edible_fruit.n.01,True,6,1,484
82,6,1,edible_fruit_n_01,bosc_n_01,hypernym,edible_fruit.n.01,True,6,1,389
83,19,1,violin_n_01,stradavarius_n_01,bl,musical_instrument.n.01,True,6,1,389
84,11,1,turtleneck_n_01,turtleneck_n_01,hyponym,clothing.n.01,True,6,1,385
85,18,1,clothing_n_01,bitter_orange_n_02,hypernym,clothing.n.01,False,6,1,400
86,3,1,trowel_n_01,brick_trowel_n_01,bl,hand_tool.n.01,True,6,1,447
87,4,1,musical_instrument_n_01,musette_n_01,hypernym,musical_instrument.n.01,True,6,1,803
88,17,1,carpenters_square_n_01,bass_clarinet_n_01,hyponym,hand_tool.n.01,False,6,1,571
89,13,1,desk_n_01,writing_desk_n_02,bl,furniture.n.01,True,6,1,938
90,20,1,campstool_n_01,campstool_n_01,hyponym,furniture.n.01,True,6,1,372
91,15,1,jacket_n_01,armchair_n_01,bl,clothing.n.01,False,6,1,437
92,10,1,clothing_n_01,crescent_wrench_n_01,hypernym,clothing.n.01,False,6,1,442
93,14,1,bass_clarinet_n_01,coffee_table_n_01,hyponym,musical_instrument.n.01,False,6,1,361
94,9,1,clothing_n_01,dresser_n_05,hypernym,clothing.n.01,False,6,1,392
95,2,1,bradawl_n_01,cradle_n_01,hyponym,hand_tool.n.01,False,6,1,431
96,1,1,cabinet_n_01,dresser_n_05,bl,furniture.n.01,True,6,1,415
97,8,1,bitter_orange_n_02,bitter_orange_n_02,hyponym,edible_fruit.n.01,True,6,1,448
98,7,1,clothing_n_01,bow_tie_n_01,hypernym,clothing.n.01,True,6,1,439
99,16,1,musical_instrument_n_01,bitter_orange_n_02,hypernym,musical_instrument.n.01,False,6,1,484
100,11,1,raincoat_n_01,raincoat_n_01,hyponym,clothing.n.01,True,6,1,807
101,16,1,musical_instrument_n_01,contrabassoon_n_01,hypernym,musical_instrument.n.01,True,6,1,387
102,19,1,table_n_02,putty_knife_n_01,bl,furniture.n.01,False,6,1,343
103,6,1,bass_horn_n_01,euphonium_n_01,bl,musical_instrument.n.01,True,6,1,401
104,10,1,granny_smith_n_01,cape_n_02,hyponym,edible_fruit.n.01,False,6,1,391
105,13,1,furniture_n_01,cradle_n_01,hypernym,furniture.n.01,True,6,1,344
106,7,1,needlenose_pliers_n_01,needlenose_pliers_n_01,hyponym,hand_tool.n.01,True,6,1,441
107,15,1,skirt_n_02,bradawl_n_01,bl,clothing.n.01,False,6,1,340
108,8,1,musical_instrument_n_01,long_johns_n_01,hypernym,musical_instrument.n.01,False,6,1,614
109,20,1,smooth_plane_n_01,smooth_plane_n_01,hyponym,hand_tool.n.01,True,6,1,526
110,1,1,bitter_orange_n_02,smooth_plane_n_01,hyponym,edible_fruit.n.01,False,6,1,545
111,9,1,clarinet_n_01,bass_clarinet_n_01,bl,musical_instrument.n.01,True,6,1,439
112,2,1,pew_n_01,pew_n_01,hyponym,furniture.n.01,True,6,1,412
113,18,1,damson_n_01,uplift_n_02,hyponym,edible_fruit.n.01,False,6,1,472
114,14,1,bradawl_n_01,bradawl_n_01,hyponym,hand_tool.n.01,True,6,0,494
115,3,1,musical_instrument_n_01,face_veil_n_01,hypernym,musical_instrument.n.01,False,6,1,782
116,4,1,harp_n_01,lyre_n_01,bl,musical_instrument.n.01,True,6,1,568
117,5,1,church_key_n_01,church_key_n_01,hyponym,hand_tool.n.01,True,6,1,752
118,12,1,clothing_n_01,bikini_n_02,hypernym,clothing.n.01,True,6,1,470
119,17,1,dresser_n_05,handsaw_n_01,hyponym,furniture.n.01,False,6,1,524
120,20,1,furniture_n_01,granadilla_n_04,hypernym,furniture.n.01,False,6,1,587
121,14,1,musical_instrument_n_01,phillips_screwdriver_n_01,hypernym,musical_instrument.n.01,False,6,1,517
122,5,1,bow_tie_n_01,sultana_n_01,hyponym,clothing.n.01,False,6,1,330
123,7,1,uplift_n_02,uplift_n_02,hyponym,clothing.n.01,True,6,0,400
124,18,1,swimsuit_n_01,bikini_n_02,bl,clothing.n.01,True,6,1,401
125,2,1,edible_fruit_n_01,bikini_n_02,hypernym,edible_fruit.n.01,False,6,1,581
126,13,1,orange_n_01,handsaw_n_01,bl,edible_fruit.n.01,False,6,1,374
127,19,1,bagpipe_n_01,heart_cherry_n_02,bl,musical_instrument.n.01,False,6,1,650
128,15,1,brick_trowel_n_01,bunk_bed_n_01,hyponym,hand_tool.n.01,False,6,1,579
129,6,1,cymbal_n_01,phillips_screwdriver_n_01,bl,musical_instrument.n.01,False,6,1,448
130,11,1,apple_n_01,muffler_n_02,bl,edible_fruit.n.01,False,6,1,323
131,9,1,cloak_n_02,heckelphone_n_01,bl,clothing.n.01,False,6,1,351
132,3,1,harpsichord_n_01,coffee_table_n_01,bl,musical_instrument.n.01,False,6,1,597
133,8,1,pliers_n_01,needlenose_pliers_n_01,bl,hand_tool.n.01,True,6,1,403
134,4,1,clothing_n_01,tank_top_n_01,hypernym,clothing.n.01,True,6,1,356
135,1,1,musical_instrument_n_01,heckelphone_n_01,hypernym,musical_instrument.n.01,True,6,1,340
136,12,1,bench_n_01,pew_n_01,bl,furniture.n.01,True,6,1,384
137,10,1,furniture_n_01,highboy_n_01,hypernym,furniture.n.01,True,6,1,384
138,16,1,furniture_n_01,coffee_table_n_01,hypernym,furniture.n.01,True,6,1,474
139,17,1,euphonium_n_01,euphonium_n_01,hyponym,musical_instrument.n.01,True,6,0,844
140,10,1,pear_n_01,contrabassoon_n_01,bl,edible_fruit.n.01,False,6,1,425
141,6,1,watermelon_n_02,watermelon_n_02,hyponym,edible_fruit.n.01,True,6,1,362
142,8,1,musical_instrument_n_01,bathrobe_n_01,hypernym,musical_instrument.n.01,False,6,1,432
143,17,1,edible_fruit_n_01,granny_smith_n_01,hypernym,edible_fruit.n.01,True,6,1,314
144,13,1,sweat_pants_n_01,sweat_pants_n_01,hyponym,clothing.n.01,True,6,1,355
145,14,1,smooth_plane_n_01,granadilla_n_04,hyponym,hand_tool.n.01,False,6,1,448
146,11,1,love_seat_n_01,love_seat_n_01,hyponym,furniture.n.01,True,6,1,746
147,19,1,edible_fruit_n_01,granadilla_n_04,hypernym,edible_fruit.n.01,True,6,1,319
148,9,1,chair_n_01,armchair_n_01,bl,furniture.n.01,True,6,1,505
149,4,1,long_johns_n_01,long_johns_n_01,hyponym,clothing.n.01,True,6,1,343
150,1,1,scarf_n_01,euphonium_n_01,bl,clothing.n.01,False,6,1,353
151,3,1,drum_n_01,needlenose_pliers_n_01,bl,musical_instrument.n.01,False,6,1,323
152,5,1,wardrobe_n_01,church_key_n_01,bl,furniture.n.01,False,6,1,414
153,12,1,suit_n_01,business_suit_n_01,bl,clothing.n.01,True,6,1,367
154,2,1,pear_n_01,bosc_n_01,bl,edible_fruit.n.01,True,6,1,375
155,16,1,mandarin_n_05,miniskirt_n_01,bl,edible_fruit.n.01,False,6,1,285
156,7,1,stradavarius_n_01,stradavarius_n_01,hyponym,musical_instrument.n.01,True,6,1,364
157,15,1,acoustic_guitar_n_01,damson_n_01,hyponym,musical_instrument.n.01,False,6,1,337
158,18,1,swimsuit_n_01,heart_cherry_n_02,bl,clothing.n.01,False,6,1,394
159,20,1,plane_n_05,smooth_plane_n_01,bl,hand_tool.n.01,True,6,1,474
160,4,1,saw_n_02,key_lime_n_01,bl,hand_tool.n.01,False,6,1,329
161,20,1,necktie_n_01,key_lime_n_01,bl,clothing.n.01,False,6,1,293
162,1,1,brick_trowel_n_01,brick_trowel_n_01,hyponym,hand_tool.n.01,True,6,1,690
163,18,1,cape_n_02,highhat_cymbal_n_01,hyponym,clothing.n.01,False,6,1,452
164,11,1,bongo_n_01,bongo_n_01,hyponym,musical_instrument.n.01,True,6,1,345
165,7,1,veil_n_01,face_veil_n_01,bl,clothing.n.01,True,6,1,364
166,10,1,phillips_screwdriver_n_01,phillips_screwdriver_n_01,hyponym,hand_tool.n.01,True,6,1,401
167,8,1,chest_of_drawers_n_01,raincoat_n_01,bl,furniture.n.01,False,6,1,360
168,5,1,bathrobe_n_01,bosc_n_01,hyponym,clothing.n.01,False,6,1,324
169,12,1,grand_piano_n_01,blazer_n_01,hyponym,musical_instrument.n.01,False,6,1,391
170,19,1,carpenters_square_n_01,carpenters_square_n_01,hyponym,hand_tool.n.01,True,6,1,632
171,15,1,guitar_n_01,acoustic_guitar_n_01,bl,musical_instrument.n.01,True,6,1,369
172,9,1,edible_fruit_n_01,musette_n_01,hypernym,edible_fruit.n.01,False,6,1,458
173,3,1,plum_n_02,bow_tie_n_01,bl,edible_fruit.n.01,False,6,1,317
174,13,1,furniture_n_01,watermelon_n_02,hypernym,furniture.n.01,False,6,1,379
175,14,1,edible_fruit_n_01,clementine_n_02,hypernym,edible_fruit.n.01,True,6,1,355
176,6,1,bosc_n_01,highhat_cymbal_n_01,hyponym,edible_fruit.n.01,False,6,1,510
177,2,1,nailfile_n_01,piccolo_n_01,hyponym,hand_tool.n.01,False,6,1,412
178,16,1,cabinet_n_01,carpenters_hammer_n_01,bl,furniture.n.01,False,6,1,530
179,17,1,square_n_08,coffee_table_n_01,bl,hand_tool.n.01,False,6,1,380
180,20,1,clothing_n_01,campstool_n_01,hypernym,clothing.n.01,False,6,1,447
181,11,1,baby_bed_n_01,carpenters_hammer_n_01,bl,furniture.n.01,False,6,1,314
182,8,1,phillips_screwdriver_n_01,uplift_n_02,hyponym,hand_tool.n.01,False,6,1,333
183,10,1,musical_instrument_n_01,bongo_n_01,hypernym,musical_instrument.n.01,True,6,1,540
184,9,1,bosc_n_01,bosc_n_01,hyponym,edible_fruit.n.01,True,6,0,444
185,18,1,furniture_n_01,needlenose_pliers_n_01,hypernym,furniture.n.01,False,6,1,550
186,19,1,hand_tool_n_01,spade_n_02,hypernym,hand_tool.n.01,True,6,1,574
187,15,1,furniture_n_01,piccolo_n_01,hypernym,furniture.n.01,False,6,1,653
188,3,1,bikini_n_02,church_key_n_01,hyponym,clothing.n.01,False,6,1,360
189,2,1,floor_lamp_n_01,floor_lamp_n_01,hyponym,furniture.n.01,True,6,1,375
190,4,1,miniskirt_n_01,damson_n_01,hyponym,clothing.n.01,False,6,1,301
191,14,1,pew_n_01,face_veil_n_01,hyponym,furniture.n.01,False,6,1,328
192,13,1,robe_n_01,bathrobe_n_01,bl,clothing.n.01,True,6,1,472
193,16,1,hand_tool_n_01,carpenters_square_n_01,hypernym,hand_tool.n.01,True,6,1,403
194,12,1,shirt_n_01,carpenters_square_n_01,bl,clothing.n.01,False,6,1,691
195,6,1,musical_instrument_n_01,brick_trowel_n_01,hypernym,musical_instrument.n.01,False,6,1,623
196,5,1,clothing_n_01,sackbut_n_01,hypernym,clothing.n.01,False,6,1,577
197,7,1,dresser_n_05,dresser_n_05,hyponym,furniture.n.01,True,6,1,417
0,1,1,spatula_n_02,putty_knife_n_01,bl,hand_tool.n.01,True,6,1,389
1,17,1,suit_n_01,love_seat_n_01,bl,clothing.n.01,False,6,1,383
2,1,1,musical_instrument_n_01,grand_piano_n_01,hypernym,musical_instrument.n.01,True,6,1,475
3,12,1,shovel_n_01,lyre_n_01,bl,hand_tool.n.01,False,6,1,335
4,5,1,highhat_cymbal_n_01,crescent_wrench_n_01,hyponym,musical_instrument.n.01,False,6,1,347
5,19,1,uplift_n_02,stradavarius_n_01,hyponym,clothing.n.01,False,6,1,374
6,8,1,screwdriver_n_01,phillips_screwdriver_n_01,bl,hand_tool.n.01,True,6,1,347
7,9,1,handsaw_n_01,bitter_orange_n_02,hyponym,hand_tool.n.01,False,6,1,311
8,15,1,hand_tool_n_01,spinet_n_02,hypernym,hand_tool.n.01,False,6,1,416
9,18,1,acoustic_guitar_n_01,acoustic_guitar_n_01,hyponym,musical_instrument.n.01,True,6,1,596
